Mes,ME/USD,Moneda,Anho,G/ME
7,"2.192,8300",ITL,2007,"2,33"
7,"45,6850",BEF,2007,"111,63"
7,"1,8855",BRL,2007,"2.704,85"
7,"3,1150",ARS,2007,"1.637,24"
7,"1,0679",CAD,2007,"4.775,73"
7,"7,1530",ZAR,2007,"712,99"
7,"1,5307",SDR,2007,"7.806,57"
7,"662,6500",XAU,2007,"3.379.515,00"
7,"2.144,6000",VEF,2007,"2,38"
7,"523,1000",CLP,2007,"9,75"
7,"1,3678",EUR,2007,"6.975,78"
7,"23,5000",UYU,2007,"217,02"
8,"1,0000",USD,2007,"5.090,00"
8,"2,2150",DEM,2007,"2.297,97"
8,"115,7500",JPY,2007,"43,97"
8,"2,0144",GBP,2007,"10.253,30"
8,"1,2039",CHF,2007,"4.227,93"
8,"7,4287",FRF,2007,"685,18"
8,"6,8817",SEK,2007,"739,64"
8,"2,4957",NLG,2007,"2.039,51"
8,"5,4598",DKK,2007,"932,27"
8,"188,4300",ESP,2007,"27,01"
8,"5,8357",NOK,2007,"872,22"
8,"15,5836",ATS,2007,"326,63"
8,"2.192,8300",ITL,2007,"2,32"
8,"45,6850",BEF,2007,"111,42"
8,"1,9626",BRL,2007,"2.593,50"
8,"3,1600",ARS,2007,"1.610,76"
8,"1,0565",CAD,2007,"4.817,79"
8,"7,1229",ZAR,2007,"714,60"
8,"1,5306",SDR,2007,"7.790,75"
8,"666,7000",XAU,2007,"3.393.503,00"
8,"2.144,6000",VEF,2007,"2,37"
8,"524,4000",CLP,2007,"9,71"
8,"1,3637",EUR,2007,"6.941,23"
8,"23,5000",UYU,2007,"216,60"
9,"1,0000",USD,2007,"5.020,00"
9,"2,2150",DEM,2007,"2.266,37"
9,"115,4800",JPY,2007,"43,47"
9,"2,0246",GBP,2007,"10.163,49"
9,"1,1723",CHF,2007,"4.282,18"
9,"7,4287",FRF,2007,"675,76"
9,"6,5203",SEK,2007,"769,90"
9,"2,4957",NLG,2007,"2.011,46"
9,"5,2701",DKK,2007,"952,54"
9,"188,4300",ESP,2007,"26,64"
9,"5,4607",NOK,2007,"919,30"
9,"15,5836",ATS,2007,"322,13"
9,"2.192,8300",ITL,2007,"2,29"
9,"45,6850",BEF,2007,"109,88"
9,"1,8407",BRL,2007,"2.727,22"
9,"3,1475",ARS,2007,"1.594,92"
9,"1,0019",CAD,2007,"5.010,48"
9,"6,8671",ZAR,2007,"731,02"
9,"1,5543",SDR,2007,"7.802,59"
9,"730,5000",XAU,2007,"3.667.110,00"
9,"2.144,6000",VEF,2007,"2,34"
9,"511,8100",CLP,2007,"9,81"
9,"1,4145",EUR,2007,"7.100,79"
9,"23,0500",UYU,2007,"217,79"
10,"1,0000",USD,2007,"4.880,00"
10,"2,2150",DEM,2007,"2.203,16"
10,"114,6700",JPY,2007,"42,56"
10,"2,0684",GBP,2007,"10.093,79"
10,"1,1603",CHF,2007,"4.205,81"
10,"7,4287",FRF,2007,"656,91"
10,"6,3626",SEK,2007,"766,98"
10,"2,4957",NLG,2007,"1.955,36"
10,"5,1666",DKK,2007,"944,53"
10,"188,4300",ESP,2007,"25,90"
10,"5,3469",NOK,2007,"912,68"
10,"15,5836",ATS,2007,"313,15"
10,"2.192,8300",ITL,2007,"2,23"
10,"45,6850",BEF,2007,"106,82"
10,"1,7519",BRL,2007,"2.785,55"
10,"3,1500",ARS,2007,"1.549,21"
10,"0,9543",CAD,2007,"5.113,70"
10,"6,5630",ZAR,2007,"743,56"
10,"1,5688",SDR,2007,"7.655,74"
10,"784,4000",XAU,2007,"3.827.872,00"
10,"2.144,6000",VEF,2007,"2,28"
10,"494,1000",CLP,2007,"9,88"
10,"1,4426",EUR,2007,"7.039,89"
10,"21,8000",UYU,2007,"223,85"
11,"1,0000",USD,2007,"4.730,00"
11,"2,2150",DEM,2007,"2.135,44"
11,"109,8900",JPY,2007,"43,04"
11,"2,0598",GBP,2007,"9.742,85"
11,"1,1198",CHF,2007,"4.223,97"
11,"7,4287",FRF,2007,"636,72"
11,"6,3611",SEK,2007,"743,58"
11,"2,4957",NLG,2007,"1.895,26"
11,"5,0603",DKK,2007,"934,73"
11,"188,4300",ESP,2007,"25,10"
11,"5,4963",NOK,2007,"860,58"
11,"15,5836",ATS,2007,"303,52"
11,"2.192,8300",ITL,2007,"2,16"
11,"45,6850",BEF,2007,"103,54"
11,"1,7870",BRL,2007,"2.646,89"
11,"3,1475",ARS,2007,"1.502,78"
11,"0,9977",CAD,2007,"4.740,90"
11,"6,8335",ZAR,2007,"692,18"
11,"1,5900",SDR,2007,"7.520,70"
11,"795,7500",XAU,2007,"3.763.897,50"
11,"2.144,6000",VEF,2007,"2,21"
11,"508,0000",CLP,2007,"9,31"
11,"1,4732",EUR,2007,"6.968,24"
11,"21,7500",UYU,2007,"217,47"
12,"1,0000",USD,2007,"4.850,00"
12,"2,2150",DEM,2007,"2.189,62"
12,"113,1600",JPY,2007,"42,86"
12,"1,9955",GBP,2007,"9.678,18"
12,"1,1311",CHF,2007,"4.287,86"
12,"7,4287",FRF,2007,"652,87"
12,"6,4343",SEK,2007,"753,77"
12,"2,4957",NLG,2007,"1.943,34"
12,"5,0779",DKK,2007,"955,12"
12,"188,4300",ESP,2007,"25,74"
12,"5,4265",NOK,2007,"893,76"
12,"15,5836",ATS,2007,"311,22"
12,"2.192,8300",ITL,2007,"2,21"
12,"45,6850",BEF,2007,"106,16"
12,"1,7566",BRL,2007,"2.761,02"
12,"3,1510",ARS,2007,"1.539,19"
12,"0,9780",CAD,2007,"4.959,10"
12,"6,8088",ZAR,2007,"712,31"
12,"1,5672",SDR,2007,"7.600,92"
12,"832,7000",XAU,2007,"4.038.595,00"
12,"2.144,6000",VEF,2007,"2,26"
12,"496,2500",CLP,2007,"9,77"
12,"1,4678",EUR,2007,"7.118,83"
12,"21,4500",UYU,2007,"226,11"
1,"1,0000",USD,2008,"4.690,00"
1,"2,2150",DEM,2008,"2.117,38"
1,"107,2100",JPY,2008,"43,75"
1,"1,9876",GBP,2008,"9.321,84"
1,"1,0921",CHF,2008,"4.294,48"
1,"7,4287",FRF,2008,"631,34"
1,"6,3875",SEK,2008,"734,25"
1,"2,4957",NLG,2008,"1.879,23"
1,"5,0389",DKK,2008,"930,76"
1,"188,4300",ESP,2008,"24,89"
1,"5,4404",NOK,2008,"862,07"
1,"15,5836",ATS,2008,"300,96"
1,"2.192,8300",ITL,2008,"2,14"
1,"45,6850",BEF,2008,"102,66"
1,"1,7806",BRL,2008,"2.633,94"
1,"3,1510",ARS,2008,"1.488,42"
1,"0,9930",CAD,2008,"4.723,06"
1,"7,2380",ZAR,2008,"647,97"
1,"1,5916",SDR,2008,"7.464,60"
1,"917,6000",XAU,2008,"4.303.544,00"
1,"2,1446",VEF,2008,"2.186,89"
1,"464,0000",CLP,2008,"10,11"
1,"1,4783",EUR,2008,"6.933,23"
1,"20,9000",UYU,2008,"224,40"
1,"0,8890",AUD,2008,"4.169,41"
2,"1,0000",USD,2008,"4.600,00"
2,"2,2150",DEM,2008,"2.076,75"
2,"105,8200",JPY,2008,"43,47"
2,"1,9869",GBP,2008,"9.139,74"
2,"1,0577",CHF,2008,"4.349,06"
2,"7,4287",FRF,2008,"619,22"
2,"6,1989",SEK,2008,"742,07"
2,"2,4957",NLG,2008,"1.843,17"
2,"4,9243",DKK,2008,"934,14"
2,"188,4300",ESP,2008,"24,41"
2,"5,1929",NOK,2008,"885,82"
2,"15,5836",ATS,2008,"295,18"
2,"2.192,8300",ITL,2008,"2,10"
2,"45,6850",BEF,2008,"100,69"
2,"1,6686",BRL,2008,"2.756,80"
2,"3,1550",ARS,2008,"1.458,00"
2,"0,9779",CAD,2008,"4.703,96"
2,"7,5550",ZAR,2008,"608,87"
2,"1,6007",SDR,2008,"7.363,22"
2,"962,1000",XAU,2008,"4.425.660,00"
2,"2,1446",VEF,2008,"2.144,92"
2,"458,5500",CLP,2008,"10,03"
2,"1,5135",EUR,2008,"6.962,10"
2,"20,8500",UYU,2008,"220,62"
2,"0,9428",AUD,2008,"4.336,88"
3,"1,0000",USD,2008,"4.380,00"
3,"2,2150",DEM,2008,"1.977,43"
3,"99,8100",JPY,2008,"43,88"
3,"1,9949",GBP,2008,"8.737,66"
3,"0,9981",CHF,2008,"4.388,34"
3,"7,4287",FRF,2008,"589,61"
3,"5,9535",SEK,2008,"735,70"
3,"2,4957",NLG,2008,"1.755,02"
3,"4,7313",DKK,2008,"925,75"
3,"188,4300",ESP,2008,"23,24"
3,"5,0976",NOK,2008,"859,23"
3,"15,5836",ATS,2008,"281,06"
3,"2.192,8300",ITL,2008,"2,00"
3,"45,6850",BEF,2008,"95,87"
3,"1,7408",BRL,2008,"2.516,08"
3,"3,1600",ARS,2008,"1.386,08"
3,"1,0164",CAD,2008,"4.309,33"
3,"8,0500",ZAR,2008,"544,10"
3,"1,6459",SDR,2008,"7.209,04"
3,"930,9000",XAU,2008,"4.077.342,00"
3,"2,1446",VEF,2008,"2.042,34"
3,"439,8500",CLP,2008,"9,96"
3,"1,5756",EUR,2008,"6.901,13"
3,"20,4000",UYU,2008,"214,71"
3,"0,9175",AUD,2008,"4.018,65"
4,"1,0000",USD,2008,"4.100,00"
4,"2,2150",DEM,2008,"1.851,02"
4,"103,4800",JPY,2008,"39,62"
4,"1,9727",GBP,2008,"8.088,07"
4,"1,0331",CHF,2008,"3.968,64"
4,"7,4287",FRF,2008,"551,91"
4,"6,0038",SEK,2008,"682,90"
4,"2,4957",NLG,2008,"1.642,83"
4,"4,7834",DKK,2008,"857,13"
4,"188,4300",ESP,2008,"21,76"
4,"5,1289",NOK,2008,"799,39"
4,"15,5836",ATS,2008,"263,10"
4,"2.192,8300",ITL,2008,"1,87"
4,"45,6850",BEF,2008,"89,75"
4,"1,6980",BRL,2008,"2.414,61"
4,"3,1695",ARS,2008,"1.293,58"
4,"1,0134",CAD,2008,"4.045,79"
4,"7,5785",ZAR,2008,"541,00"
4,"1,6255",SDR,2008,"6.664,55"
4,"876,2500",XAU,2008,"3.592.625,00"
4,"2,1446",VEF,2008,"1.911,78"
4,"459,4000",CLP,2008,"8,92"
4,"1,5597",EUR,2008,"6.394,77"
4,"19,7500",UYU,2008,"207,59"
4,"0,9338",AUD,2008,"3.828,58"
5,"1,0000",USD,2008,"4.070,00"
5,"2,2150",DEM,2008,"1.837,47"
5,"105,3700",JPY,2008,"38,63"
5,"1,9752",GBP,2008,"8.039,06"
5,"1,0479",CHF,2008,"3.883,96"
5,"7,4287",FRF,2008,"547,88"
5,"5,9979",SEK,2008,"678,57"
5,"2,4957",NLG,2008,"1.630,81"
5,"4,8023",DKK,2008,"847,51"
5,"188,4300",ESP,2008,"21,60"
5,"5,0631",NOK,2008,"803,86"
5,"15,5836",ATS,2008,"261,17"
5,"2.192,8300",ITL,2008,"1,86"
5,"45,6850",BEF,2008,"89,09"
5,"1,6475",BRL,2008,"2.470,41"
5,"3,1050",ARS,2008,"1.310,79"
5,"0,9844",CAD,2008,"4.134,50"
5,"7,5660",ZAR,2008,"537,93"
5,"1,6233",SDR,2008,"6.606,83"
5,"882,0000",XAU,2008,"3.589.740,00"
5,"2,1446",VEF,2008,"1.897,79"
5,"479,1000",CLP,2008,"8,50"
5,"1,5529",EUR,2008,"6.320,30"
5,"19,6000",UYU,2008,"207,65"
5,"0,9565",AUD,2008,"3.892,96"
6,"1,0000",USD,2008,"3.930,00"
6,"2,2150",DEM,2008,"1.774,27"
6,"106,2800",JPY,2008,"36,98"
6,"1,9923",GBP,2008,"7.829,74"
6,"1,0202",CHF,2008,"3.852,19"
6,"7,4287",FRF,2008,"529,03"
6,"5,9814",SEK,2008,"657,04"
6,"2,4957",NLG,2008,"1.574,71"
6,"4,7343",DKK,2008,"830,11"
6,"188,4300",ESP,2008,"20,86"
6,"5,0630",NOK,2008,"776,22"
6,"15,5836",ATS,2008,"252,19"
6,"2.192,8300",ITL,2008,"1,79"
6,"45,6850",BEF,2008,"86,02"
6,"1,6040",BRL,2008,"2.450,12"
6,"3,0225",ARS,2008,"1.300,25"
6,"1,0099",CAD,2008,"3.891,47"
6,"7,9134",ZAR,2008,"496,63"
6,"1,6299",SDR,2008,"6.405,51"
6,"925,3000",XAU,2008,"3.636.429,00"
6,"2,1446",VEF,2008,"1.832,51"
6,"521,8000",CLP,2008,"7,53"
6,"1,5746",EUR,2008,"6.188,18"
6,"19,3500",UYU,2008,"203,10"
6,"0,9626",AUD,2008,"3.783,02"
7,"1,0000",USD,2008,"4.000,00"
7,"2,2150",DEM,2008,"1.805,87"
7,"108,1600",JPY,2008,"36,98"
7,"1,9777",GBP,2008,"7.910,80"
7,"1,0490",CHF,2008,"3.813,16"
7,"7,4287",FRF,2008,"538,45"
7,"6,0721",SEK,2008,"658,75"
7,"2,4957",NLG,2008,"1.602,76"
7,"4,7953",DKK,2008,"834,15"
7,"188,4300",ESP,2008,"21,23"
7,"5,1616",NOK,2008,"774,95"
7,"15,5836",ATS,2008,"256,68"
7,"2.192,8300",ITL,2008,"1,82"
7,"45,6850",BEF,2008,"87,56"
7,"1,5610",BRL,2008,"2.562,46"
7,"3,0250",ARS,2008,"1.322,31"
7,"1,0242",CAD,2008,"3.905,49"
7,"7,3800",ZAR,2008,"542,01"
7,"1,6204",SDR,2008,"6.481,60"
7,"899,1000",XAU,2008,"3.596.400,00"
7,"2,1446",VEF,2008,"1.865,15"
7,"503,8000",CLP,2008,"7,94"
7,"1,5558",EUR,2008,"6.223,20"
7,"19,0500",UYU,2008,"209,97"
7,"0,9434",AUD,2008,"3.773,60"
8,"1,0000",USD,2008,"3.980,00"
8,"2,2150",DEM,2008,"1.796,84"
8,"109,3300",JPY,2008,"36,40"
8,"1,8306",GBP,2008,"7.285,79"
8,"1,0958",CHF,2008,"3.632,05"
8,"7,4287",FRF,2008,"535,76"
8,"6,4016",SEK,2008,"621,72"
8,"2,4957",NLG,2008,"1.594,74"
8,"5,0649",DKK,2008,"785,80"
8,"188,4300",ESP,2008,"21,12"
8,"5,3800",NOK,2008,"739,78"
8,"15,5836",ATS,2008,"255,40"
8,"2.192,8300",ITL,2008,"1,82"
8,"45,6850",BEF,2008,"87,12"
8,"1,6220",BRL,2008,"2.453,76"
8,"3,0260",ARS,2008,"1.315,27"
8,"1,0511",CAD,2008,"3.786,51"
8,"7,7026",ZAR,2008,"516,71"
8,"1,5718",SDR,2008,"6.255,76"
8,"831,9000",XAU,2008,"3.310.962,00"
8,"2,1446",VEF,2008,"1.855,82"
8,"516,3000",CLP,2008,"7,71"
8,"1,4720",EUR,2008,"5.858,56"
8,"19,1000",UYU,2008,"208,38"
8,"0,8651",AUD,2008,"3.443,10"
9,"1,0000",USD,2008,"3.990,00"
9,"2,2150",DEM,2008,"1.801,35"
9,"105,9600",JPY,2008,"37,66"
9,"1,8427",GBP,2008,"7.352,37"
9,"1,0870",CHF,2008,"3.670,65"
9,"7,4287",FRF,2008,"537,11"
9,"6,6210",SEK,2008,"602,63"
9,"2,4957",NLG,2008,"1.598,75"
9,"5,1065",DKK,2008,"781,36"
9,"188,4300",ESP,2008,"21,18"
9,"5,6592",NOK,2008,"705,05"
9,"15,5836",ATS,2008,"256,04"
9,"2.192,8300",ITL,2008,"1,82"
9,"45,6850",BEF,2008,"87,34"
9,"1,8460",BRL,2008,"2.161,43"
9,"3,1153",ARS,2008,"1.280,78"
9,"1,0350",CAD,2008,"3.855,07"
9,"8,1122",ZAR,2008,"491,85"
9,"1,5707",SDR,2008,"6.267,09"
9,"892,9000",XAU,2008,"3.562.671,00"
9,"2,1446",VEF,2008,"1.860,49"
9,"539,2000",CLP,2008,"7,40"
9,"1,4609",EUR,2008,"5.828,99"
9,"20,9900",UYU,2008,"190,09"
9,"0,8305",AUD,2008,"3.313,70"
10,"1,0000",USD,2008,"4.600,00"
10,"2,2150",DEM,2008,"2.076,75"
10,"98,5600",JPY,2008,"46,67"
10,"1,6405",GBP,2008,"7.546,30"
10,"1,1351",CHF,2008,"4.052,51"
10,"7,4287",FRF,2008,"619,22"
10,"7,5675",SEK,2008,"607,86"
10,"2,4957",NLG,2008,"1.843,17"
10,"5,7430",DKK,2008,"800,98"
10,"188,4300",ESP,2008,"24,41"
10,"6,5941",NOK,2008,"697,59"
10,"15,5836",ATS,2008,"295,18"
10,"2.192,8300",ITL,2008,"2,10"
10,"45,6850",BEF,2008,"100,69"
10,"2,1125",BRL,2008,"2.177,51"
10,"3,3485",ARS,2008,"1.373,75"
10,"1,2049",CAD,2008,"3.817,74"
10,"9,9540",ZAR,2008,"462,13"
10,"1,5034",SDR,2008,"6.915,64"
10,"755,1000",XAU,2008,"3.473.460,00"
10,"2,1446",VEF,2008,"2.144,92"
10,"672,0000",CLP,2008,"6,85"
10,"1,2958",EUR,2008,"5.960,68"
10,"22,8000",UYU,2008,"201,75"
10,"0,6765",AUD,2008,"3.111,90"
11,"1,0000",USD,2008,"4.910,00"
11,"2,2150",DEM,2008,"2.216,70"
11,"95,4200",JPY,2008,"51,46"
11,"1,5381",GBP,2008,"7.552,07"
11,"1,1986",CHF,2008,"4.096,45"
11,"7,4287",FRF,2008,"660,95"
11,"7,9971",SEK,2008,"613,97"
11,"2,4957",NLG,2008,"1.967,38"
11,"5,7806",DKK,2008,"849,39"
11,"188,4300",ESP,2008,"26,06"
11,"6,9378",NOK,2008,"707,72"
11,"15,5836",ATS,2008,"315,07"
11,"2.192,8300",ITL,2008,"2,24"
11,"45,6850",BEF,2008,"107,48"
11,"2,2560",BRL,2008,"2.176,42"
11,"3,3475",ARS,2008,"1.466,77"
11,"1,2360",CAD,2008,"3.972,49"
11,"9,8709",ZAR,2008,"497,42"
11,"1,4941",SDR,2008,"7.336,03"
11,"812,7000",XAU,2008,"3.990.357,00"
11,"2,1446",VEF,2008,"2.289,47"
11,"660,0000",CLP,2008,"7,44"
11,"1,2890",EUR,2008,"6.328,99"
11,"23,5900",UYU,2008,"208,14"
11,"0,6557",AUD,2008,"3.219,49"
12,"1,0000",USD,2008,"4.930,00"
12,"2,2150",DEM,2008,"2.225,73"
12,"90,3500",JPY,2008,"54,57"
12,"1,4471",GBP,2008,"7.134,20"
12,"1,0611",CHF,2008,"4.646,12"
12,"7,4287",FRF,2008,"663,64"
12,"7,7613",SEK,2008,"635,20"
12,"2,4957",NLG,2008,"1.975,40"
12,"5,2819",DKK,2008,"933,38"
12,"188,4300",ESP,2008,"26,16"
12,"6,9853",NOK,2008,"705,77"
12,"15,5836",ATS,2008,"316,36"
12,"2.192,8300",ITL,2008,"2,25"
12,"45,6850",BEF,2008,"107,91"
12,"2,3475",BRL,2008,"2.100,11"
12,"3,4475",ARS,2008,"1.430,02"
12,"1,2285",CAD,2008,"4.013,02"
12,"9,4935",ZAR,2008,"519,30"
12,"1,5566",SDR,2008,"7.674,04"
12,"867,1500",XAU,2008,"4.275.049,50"
12,"2,1446",VEF,2008,"2.298,80"
12,"633,5000",CLP,2008,"7,78"
12,"1,4104",EUR,2008,"6.953,27"
12,"24,2500",UYU,2008,"203,30"
12,"0,6900",AUD,2008,"3.401,70"
1,"1,0000",USD,2009,"5.080,00"
1,"2,2150",DEM,2009,"2.293,45"
1,"89,8700",JPY,2009,"56,53"
1,"1,4301",GBP,2009,"7.264,91"
1,"1,1483",CHF,2009,"4.423,93"
1,"7,4287",FRF,2009,"683,83"
1,"8,0145",SEK,2009,"633,85"
1,"2,4957",NLG,2009,"2.035,50"
1,"5,6769",DKK,2009,"894,85"
1,"188,4300",ESP,2009,"26,96"
1,"6,7178",NOK,2009,"756,20"
1,"15,5836",ATS,2009,"325,98"
1,"2.192,8300",ITL,2009,"2,32"
1,"45,6850",BEF,2009,"111,20"
1,"2,2760",BRL,2009,"2.231,99"
1,"3,4848",ARS,2009,"1.457,76"
1,"1,2156",CAD,2009,"4.179,01"
1,"9,8901",ZAR,2009,"513,65"
1,"1,5112",SDR,2009,"7.676,90"
1,"879,9500",XAU,2009,"4.470.146,00"
1,"2,1446",VEF,2009,"2.368,74"
1,"612,4000",CLP,2009,"8,30"
1,"1,3122",EUR,2009,"6.665,98"
1,"22,5500",UYU,2009,"225,28"
1,"0,6583",AUD,2009,"3.344,16"
2,"1,0000",USD,2009,"5.120,00"
2,"2,2150",DEM,2009,"2.311,51"
2,"97,9200",JPY,2009,"52,29"
2,"1,4272",GBP,2009,"7.307,26"
2,"1,1630",CHF,2009,"4.402,41"
2,"7,4287",FRF,2009,"689,22"
2,"8,8630",SEK,2009,"577,68"
2,"2,4957",NLG,2009,"2.051,53"
2,"5,8320",DKK,2009,"877,92"
2,"188,4300",ESP,2009,"27,17"
2,"6,8633",NOK,2009,"746,00"
2,"15,5836",ATS,2009,"328,55"
2,"2.192,8300",ITL,2009,"2,33"
2,"45,6850",BEF,2009,"112,07"
2,"2,3542",BRL,2009,"2.174,84"
2,"3,5500",ARS,2009,"1.442,25"
2,"1,2504",CAD,2009,"4.094,69"
2,"9,9438",ZAR,2009,"514,89"
2,"1,4760",SDR,2009,"7.557,12"
2,"944,4000",XAU,2009,"4.835.328,00"
2,"2,1446",VEF,2009,"2.387,39"
2,"594,3000",CLP,2009,"8,62"
2,"1,2769",EUR,2009,"6.537,73"
2,"23,2000",UYU,2009,"220,69"
2,"0,6501",AUD,2009,"3.328,51"
3,"1,0000",USD,2009,"5.100,00"
3,"2,2150",DEM,2009,"2.302,48"
3,"96,8700",JPY,2009,"52,65"
3,"1,4158",GBP,2009,"7.220,58"
3,"1,1526",CHF,2009,"4.424,78"
3,"7,4287",FRF,2009,"686,53"
3,"8,3466",SEK,2009,"611,03"
3,"2,4957",NLG,2009,"2.043,51"
3,"5,6697",DKK,2009,"899,52"
3,"188,4300",ESP,2009,"27,07"
3,"6,8307",NOK,2009,"746,63"
3,"15,5836",ATS,2009,"327,27"
3,"2.192,8300",ITL,2009,"2,33"
3,"45,6850",BEF,2009,"111,63"
3,"2,3220",BRL,2009,"2.196,38"
3,"3,7150",ARS,2009,"1.372,81"
3,"1,2539",CAD,2009,"4.067,31"
3,"9,7404",ZAR,2009,"523,59"
3,"1,4955",SDR,2009,"7.627,05"
3,"926,5000",XAU,2009,"4.725.150,00"
3,"2,1446",VEF,2009,"2.378,07"
3,"581,3000",CLP,2009,"8,77"
3,"1,3133",EUR,2009,"6.697,83"
3,"24,0000",UYU,2009,"212,50"
3,"0,6794",AUD,2009,"3.464,94"
4,"1,0000",USD,2009,"5.060,00"
4,"2,2150",DEM,2009,"2.284,42"
4,"96,9300",JPY,2009,"52,20"
4,"1,4766",GBP,2009,"7.471,60"
4,"1,1360",CHF,2009,"4.454,23"
4,"7,4287",FRF,2009,"681,14"
4,"8,0465",SEK,2009,"628,84"
4,"2,4957",NLG,2009,"2.027,49"
4,"5,6155",DKK,2009,"901,08"
4,"188,4300",ESP,2009,"26,85"
4,"6,5606",NOK,2009,"771,27"
4,"15,5836",ATS,2009,"324,70"
4,"2.192,8300",ITL,2009,"2,31"
4,"45,6850",BEF,2009,"110,76"
4,"2,1779",BRL,2009,"2.323,34"
4,"3,7225",ARS,2009,"1.359,30"
4,"1,2028",CAD,2009,"4.206,85"
4,"8,4850",ZAR,2009,"596,35"
4,"1,4983",SDR,2009,"7.581,40"
4,"898,0000",XAU,2009,"4.543.880,00"
4,"2,1446",VEF,2009,"2.359,41"
4,"588,9000",CLP,2009,"8,59"
4,"1,3262",EUR,2009,"6.710,57"
4,"23,9500",UYU,2009,"211,27"
4,"0,7231",AUD,2009,"3.658,89"
5,"1,0000",USD,2009,"5.040,00"
5,"2,2150",DEM,2009,"2.275,40"
5,"96,7200",JPY,2009,"52,11"
5,"1,5948",GBP,2009,"8.037,79"
5,"1,0848",CHF,2009,"4.646,02"
5,"7,4287",FRF,2009,"678,45"
5,"7,7236",SEK,2009,"652,55"
5,"2,4957",NLG,2009,"2.019,47"
5,"5,3427",DKK,2009,"943,34"
5,"188,4300",ESP,2009,"26,75"
5,"6,4454",NOK,2009,"781,95"
5,"15,5836",ATS,2009,"323,42"
5,"2.192,8300",ITL,2009,"2,30"
5,"45,6850",BEF,2009,"110,32"
5,"2,0178",BRL,2009,"2.497,77"
5,"3,7375",ARS,2009,"1.348,50"
5,"1,1152",CAD,2009,"4.519,37"
5,"8,0750",ZAR,2009,"624,15"
5,"1,5351",SDR,2009,"7.736,90"
5,"960,0000",XAU,2009,"4.838.400,00"
5,"2,1446",VEF,2009,"2.350,09"
5,"565,4000",CLP,2009,"8,91"
5,"1,3931",EUR,2009,"7.021,22"
5,"23,4500",UYU,2009,"214,93"
5,"0,7820",AUD,2009,"3.941,28"
6,"1,0000",USD,2009,"5.020,00"
6,"2,2150",DEM,2009,"2.266,37"
6,"95,3400",JPY,2009,"52,65"
6,"1,6550",GBP,2009,"8.308,10"
6,"1,0839",CHF,2009,"4.631,42"
6,"7,4287",FRF,2009,"675,76"
6,"7,7088",SEK,2009,"651,20"
6,"2,4957",NLG,2009,"2.011,46"
6,"5,2895",DKK,2009,"949,05"
6,"188,4300",ESP,2009,"26,64"
6,"6,4135",NOK,2009,"782,72"
6,"15,5836",ATS,2009,"322,13"
6,"2.192,8300",ITL,2009,"2,29"
6,"45,6850",BEF,2009,"109,88"
6,"1,9495",BRL,2009,"2.575,02"
6,"3,7900",ARS,2009,"1.324,54"
6,"1,1568",CAD,2009,"4.339,56"
6,"7,7855",ZAR,2009,"644,79"
6,"1,5503",SDR,2009,"7.782,51"
6,"937,4500",XAU,2009,"4.705.999,00"
6,"2,1446",VEF,2009,"2.340,76"
6,"529,5000",CLP,2009,"9,48"
6,"1,4070",EUR,2009,"7.063,14"
6,"23,0700",UYU,2009,"217,60"
6,"0,8057",AUD,2009,"4.044,61"
7,"1,0000",USD,2009,"4.980,00"
7,"2,2150",DEM,2009,"2.248,31"
7,"95,5700",JPY,2009,"52,11"
7,"1,6500",GBP,2009,"8.217,00"
7,"1,0898",CHF,2009,"4.569,65"
7,"7,4287",FRF,2009,"670,37"
7,"7,3985",SEK,2009,"673,11"
7,"2,4957",NLG,2009,"1.995,43"
7,"5,2940",DKK,2009,"940,69"
7,"188,4300",ESP,2009,"26,43"
7,"6,2223",NOK,2009,"800,35"
7,"15,5836",ATS,2009,"319,57"
7,"2.192,8300",ITL,2009,"2,27"
7,"45,6850",BEF,2009,"109,01"
7,"1,8780",BRL,2009,"2.651,76"
7,"3,8275",ARS,2009,"1.301,11"
7,"1,0815",CAD,2009,"4.604,72"
7,"7,7915",ZAR,2009,"639,16"
7,"1,5510",SDR,2009,"7.723,98"
7,"935,8000",XAU,2009,"4.660.284,00"
7,"2,1446",VEF,2009,"2.322,11"
7,"541,4000",CLP,2009,"9,20"
7,"1,4061",EUR,2009,"7.002,38"
7,"23,2500",UYU,2009,"214,19"
7,"0,8268",AUD,2009,"4.117,46"
8,"1,0000",USD,2009,"4.950,00"
8,"2,2150",DEM,2009,"2.234,76"
8,"93,5300",JPY,2009,"52,92"
8,"1,6272",GBP,2009,"8.054,64"
8,"1,0568",CHF,2009,"4.683,95"
8,"7,4287",FRF,2009,"666,33"
8,"7,0850",SEK,2009,"698,66"
8,"2,4957",NLG,2009,"1.983,41"
8,"5,1848",DKK,2009,"954,71"
8,"188,4300",ESP,2009,"26,27"
8,"6,0190",NOK,2009,"822,40"
8,"15,5836",ATS,2009,"317,64"
8,"2.192,8300",ITL,2009,"2,26"
8,"45,6850",BEF,2009,"108,35"
8,"1,8741",BRL,2009,"2.641,27"
8,"3,8448",ARS,2009,"1.287,45"
8,"1,0851",CAD,2009,"4.561,79"
8,"7,7230",ZAR,2009,"640,94"
8,"1,5639",SDR,2009,"7.741,31"
8,"954,9000",XAU,2009,"4.726.755,00"
8,"2,1446",VEF,2009,"2.308,12"
8,"551,0000",CLP,2009,"8,98"
